Name,Price,Image
"alphabet white ( 30 gm )",50,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/dm2image1713355273918.jpg?width=400&height=400"
"Colourful alphabets ( 30gm )",50,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/nIE8CSvDRy0c.jpg?width=400&height=400"
"lavendar tulips pair ( leaf and flower )",24,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/iMiGB6Xz6q3i.jpg?width=400&height=400"
"pink tulip",24,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/5lcMTIAkKbdG.jpg?width=400&height=400"
"SOLD",45,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/RfALVwuctChs.jpg?width=400&height=400"
"Bow slider ( 2 piece )",24,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/cEV5G0F9MHa9.jpg?width=400&height=400"
"SOLD",25,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/Htuhjo5aPxCO.jpg?width=400&height=400"
"SOLD",50,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/8tFQ8beQYMJN.jpg?width=400&height=400"
"Black heart beads ( 30gm )",40,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/AldXX9vzw4aH.jpg?width=400&height=400"
"Bow keychain clasp ( 1 piece )",55,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/1fkwyHoqCxY7.jpg?width=400&height=400"
"Mini heart pair ( 2 pieces )",12,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/dm2image1715333657223.jpg?width=400&height=400"
"White stone heart",60,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/dm2image1716401555950.jpg?width=400&height=400"
"white spider charm ( 1 piece )",25,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/tSB8921PGwI7.jpg?width=400&height=400"
"SOLD",55,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/IU3xISZid2j0.jpg?width=400&height=400"
"SOLD",30,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/qMFo9e41KByg.jpg?width=400&height=400"
"Bottle charm ( 1 )",38,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/ANrM3vP4slEV.jpg?width=400&height=400"
"SOLD",55,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/KrOIC7w3RWry.jpg?width=400&height=400"
"Starbucks coffee charm ( 1 )",45,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/1H9COUTeYCFg.jpg?width=400&height=400"
"SOLD",16,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/bSCQtdZjylTI.jpg?width=400&height=400"
"Matte new",50,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/4E9l7nGLnJGB.jpg?width=400&height=400"
"Holographic heart ( 1 )",45,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/M0Nyfc9DzzVz.jpg?width=400&height=400"
"Ccb mini star ( 5pcs )",10,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/nx1oYewuQ5Pi.jpg?width=400&height=400"
"SOLD",35,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/dm2image1714297278242.jpg?width=400&height=400"
"Purple bow ( 2 piece )",16,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/UPTN7WPFvKWI.jpg?width=400&height=400"
"Heart photo frame ( 1 )",40,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/rnZCqyLzNHSk.jpg?width=400&height=400"
"Heart beads ( 10 )",20,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/AfGrfOmvker9.jpg?width=400&height=400"
"Swirl charm ( 1 piece )",8,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/bqKoion9UjvL.jpg?width=400&height=400"
"4 mm crystal blue",40,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/dm2image1713547954191.jpg?width=400&height=400"
"Translucent leaf ( 5 pcs )",25,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/y8QuyQ8aS7F6.jpg?width=400&height=400"
"SOLD",60,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/dm2image1716044581254.jpg?width=400&height=400"
"SOLD",23,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/dKRLQrs6ODu2.jpg?width=400&height=400"
"8mm Transparent",4055,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/6eBwCwv9je3L.jpg?width=400&height=400"
"6mm Pearl string",35,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/dm2image1715006315735.jpg?width=400&height=400"
"spider charm",20,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/dm2image1713356573090.jpg?width=400&height=400"
"Ninja hoops ( Anti tarnish , 1 pair )",45,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/NrZF0301Kslq.jpg?width=400&height=400"
"Big Flower pendant bead",35,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/ipOCbFywUAjB.jpg?width=400&height=400"
"SOLD",45,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/osnUfDh8Y8R0.jpg?width=400&height=400"
"SOLD",70,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/hfBaF7ZlgC9O.jpg?width=400&height=400"
"8mm pearl string",45,"https://dm2buy-resize-dynamic-cebdcaefgydgh6hu.z02.azurefd.net/dm2buy/pABjAEeaLVBz.jpg?width=400&height=400"
